product_id,title,source,platform,original_url,final_url,http_code,issue_type,is_active,notes
shopee-feed-63388426-29183027007,Multy Dr.Althea 345 Relief Cream 50 ml.ครีมดูแลปัญหาผิวอักเสบจากสิวโดยเฉพาะ Resveratrol Post Acne ผิวอิ่มฟู,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F63388426%2F29183027007,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F63388426%2F29183027007,200,Valid Link,True,Verified authentic product link
shopee-feed-125004679-48550876116,Official Store - ( ช้อปปี้การันตี ) ดีพราวด์ น้ำมันมะระขึ้นกสกัดเย็น (กระปุกละ 30 แคปซูล),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F125004679%2F48550876116,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F125004679%2F48550876116,200,Valid Link,True,Verified authentic product link
shopee-feed-257926112-41912019348,Sikadeer น้ำจิ้มคีโต ซอสคีโต ขนาด 340กรัม น้ำจิ้มคลีน ไม่มีน้ำตาล โซเดียมต่ำ ไม่มีผงชูรส Keto Clean Sauce,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F257926112%2F41912019348,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F257926112%2F41912019348,200,Valid Link,True,Verified authentic product link
shopee-feed-1203243249-29905930281,HIMAWARI丨ผ้าห่ม ผ้าห่มนาโน 4 ฟุต 5 ฟุต 6ฟุต ผ้าห่มขนแกะปะการัง ขน แกะ หนา ขนาด สีล้วนเนื้อผ้านุ่ม,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1203243249%2F29905930281,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1203243249%2F29905930281,200,Valid Link,True,Verified authentic product link
shopee-feed-448235616-52212053097,Simplus x Monchhichi หวีเป่าผมลมร้อน 5in1 เปียกและแห้ง 450 ล้านไอออนลบ ผมตรง ม้วนลอน เพิ่มวอลลุ่ม RFSH005MC,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F448235616%2F52212053097,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F448235616%2F52212053097,200,Valid Link,True,Verified authentic product link
shopee-feed-1176308469-43264965745,Kerastase Gloss Absolu Insta Glaze Conditioner 30ml,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1176308469%2F43264965745,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1176308469%2F43264965745,200,Valid Link,True,Verified authentic product link
shopee-feed-1202886803-22189651519,บ้านสิบหลัง เมล็ดกาแฟอาราบิก้า100% 500g กาแฟดอยช้าง มี5ระดับคั่ว บดฟรี,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1202886803%2F22189651519,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1202886803%2F22189651519,200,Valid Link,True,Verified authentic product link
shopee-feed-566763809-20838257424,TIMECAFE ถ้วยตวงแก้ว 350ซีซี 500ซีซี 1000ซีซี มีป้ายสเกลชัดเจน ทนความร้อนและทนทาน,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F566763809%2F20838257424,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F566763809%2F20838257424,200,Valid Link,True,Verified authentic product link
shopee-feed-1495293106-40156811379,วิตามิน เก๊าท์ BLK ( 1แถม1 ) รับ 60 แคปซูล ผลิตภัณฑ์อาหารเสริม บีแอลเค นิวทรี วิสต้า สูตรกระดูก,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1495293106%2F40156811379,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1495293106%2F40156811379,200,Valid Link,True,Verified authentic product link
shopee-feed-1285167875-26953222692,Diamond ชุดเครื่องมือ เครื่องมือช่าง ประแจ ชุดบล็อก 24 ชิ้น ขนาด 1/2 (4หุน) CR-V แท้,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1285167875%2F26953222692,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1285167875%2F26953222692,200,Valid Link,True,Verified authentic product link
shopee-feed-85584002-43210351686,OMRON เครื่องวัดความดันโลหิตออมรอน แบบสายรัดข้อมือ รุ่น HEM-6161 (รับประกัน 3+2 ปี),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F85584002%2F43210351686,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F85584002%2F43210351686,200,Valid Link,True,Verified authentic product link
shopee-feed-169542005-40825801074,WOODPANDAชั้นวางของมีล้อเลื่อน3ชั้น ชั้นมีล้อเลื่อนเคลื่อนที่ได้ง่าย สะดวกสบายใช้สำหรับห้องครัว ห้องนั่งเล่น ระเบียงบ้าน,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F169542005%2F40825801074,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F169542005%2F40825801074,200,Valid Link,True,Verified authentic product link
shopee-feed-233332231-41301401925,ใจข้าว น้ำมันรำข้าว 1.9L x1 ขวด Jaikao Rice Bran Oil,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F233332231%2F41301401925,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F233332231%2F41301401925,200,Valid Link,True,Verified authentic product link
shopee-feed-87642797-4435715049,Master art (มาสเตอร์อาร์ต) ดินสอสี สีไม้ แบบ 12 24 36 48 60สี มี แบบแท่งยาว 1หัว และ 2 หัว ( 1 กล่อง ),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F87642797%2F4435715049,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F87642797%2F4435715049,200,Valid Link,True,Verified authentic product link
shopee-feed-897244389-28478000682,KAGE BUFFET มื้อสุดท้ายก่อน Bye | ฟิลเตอร์บลัช บลัชฝุ่น เบส คอนซีลเลอร์แบบแท่ง กันแดด,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F897244389%2F28478000682,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F897244389%2F28478000682,200,Valid Link,True,Verified authentic product link
shopee-feed-80699995-28968124989,SRICHAND ศรีจันทร์ ซูเปอร์ ฟิกซ์ 18เอช ออย คอนโทรล ฟาวน์เดชั่น พาวเดอร์ เอสพีเอฟ35 พีเอ+++ Super Fix 18H Oil Control 6g,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F80699995%2F28968124989,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F80699995%2F28968124989,200,Valid Link,True,Verified authentic product link
shopee-feed-716641222-43310061333,"BeNice บีไนซ์ผลิตภัณฑ์ครีมอาบน้ำ สูตรกระชับผิว ถุงเติม 400 มล. x3, สีเขียว, ผิวสวยเรียบเนียน",shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F716641222%2F43310061333,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F716641222%2F43310061333,200,Valid Link,True,Verified authentic product link
shopee-feed-38343378-29258751615,[เติมสต็อคแล้ว] Lollipop Onstyle Contact Lens Caramel Brown คอนแทคเลนส์,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F38343378%2F29258751615,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F38343378%2F29258751615,200,Valid Link,True,Verified authentic product link
shopee-feed-272699112-4541938229,Fudo เลเยอร์เค็ก สอดไส้ครีม (ตราฟูโด้),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F272699112%2F4541938229,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F272699112%2F4541938229,200,Valid Link,True,Verified authentic product link
shopee-feed-1431792862-29723644632,doudou เครื่องนึ่งขวดนมแบบพิเศษพร้อมระบบอบแห้ง 2-in-1 การฆ่าเชื้อด้วยไอน้ำอุณหภูมิสูง นึ่งและปรุงอาหารได้ ความจุขนาดใหญ่,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1431792862%2F29723644632,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1431792862%2F29723644632,200,Valid Link,True,Verified authentic product link
shopee-feed-29952018-455057978,เอนชัวร์ โกลด์ แอดวานซ์โปร กลิ่นวานิลลา 380g 1 กระป๋อง Ensure Gold AdvancePro Vanilla 380g x1,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F29952018%2F455057978,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F29952018%2F455057978,200,Valid Link,True,Verified authentic product link
shopee-feed-1113587801-27285989761,Glad2Glow Bright Moist & Smooth Body Serum เติมความชุ่มชื้น ผิวขาว หมองคล้ำ เรียบเนียน Body Lotion 300ml,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1113587801%2F27285989761,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1113587801%2F27285989761,200,Valid Link,True,Verified authentic product link
shopee-feed-1311545922-55361077762,Gentle Colors x Monchhichi Makeup Tools Set เซตแปรงแต่งหน้า ใช้สำหรับแก้มและตา,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1311545922%2F55361077762,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1311545922%2F55361077762,200,Valid Link,True,Verified authentic product link
shopee-feed-1551833371-41461566081,Maybuck เครื่องเป่าลม พัดลมเทอร์โบเจ็ท 500W กำลังสูง แบตเตอรี่ลิเธียมแท้ ส่งฟรีเก็บปลายทาง,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1551833371%2F41461566081,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1551833371%2F41461566081,200,Valid Link,True,Verified authentic product link
shopee-feed-80699995-24569035044,SRICHAND ศรีจันทร์ ซุปเปอร์ ซี ไบร์ทเทนนิ่ง อินเทนซ์ เซรั่ม / Super C Brightening Intense Serum (10ml.),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F80699995%2F24569035044,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F80699995%2F24569035044,200,Valid Link,True,Verified authentic product link
shopee-feed-20369468-26006715483,พร้อมส่ง Janua แพคเกจใหม่ น้ำหอม Janua 30ml,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F20369468%2F26006715483,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F20369468%2F26006715483,200,Valid Link,True,Verified authentic product link
shopee-feed-288879043-6877294821,Super V เครื่องหนีบผม รีดผม ซุปเปอร์วี / Super V Inter Ionic Hair-Flatter,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F288879043%2F6877294821,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F288879043%2F6877294821,200,Valid Link,True,Verified authentic product link
shopee-feed-172431741-15801503455,นีเวีย ไมเซล่า วอเตอร์ เดอร์มา แอคเน่ แคร์ 400 มล. NIVEA ไมเซล่าลดสิว คลีนซิ่งลดสิว,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F172431741%2F15801503455,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F172431741%2F15801503455,200,Valid Link,True,Verified authentic product link
shopee-feed-1127510965-26537778506,อกไก่เต๋า 5มิล ปริมาณ 1-5กิโลกรัม เหมาะสำหรับสัตว์เลี้ยง 3 เดือนขึ้นไป นักเก็ตไก่ฟรีซดราย ขนมแมว ขนมสุนัข ขนมหมา,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1127510965%2F26537778506,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1127510965%2F26537778506,200,Valid Link,True,Verified authentic product link
shopee-feed-847828608-24823247254,กล่องเก็บของตั้งโต๊ะ สำนักงานนักเรียน เครื่องสำอางเรียบง่าย กล่องเก็บของเบ็ดเตล็ด ตู้เก็บของพลาสติก,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F847828608%2F24823247254,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F847828608%2F24823247254,200,Valid Link,True,Verified authentic product link
shopee-feed-101506559-1682756824,OOFOS Ooahh Black รองเท้าเพื่อการฟื้นฟู,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F101506559%2F1682756824,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F101506559%2F1682756824,200,Valid Link,True,Verified authentic product link
shopee-feed-269577646-6739239688,มายองเนส ศรีราชา คิวพี ขนาด 900 กรัม,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F269577646%2F6739239688,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F269577646%2F6739239688,200,Valid Link,True,Verified authentic product link
shopee-feed-15607060-1581432027,"3M™ Scotch® สก๊อตช์ กาวยาง, ติดแน่น ทนทาน เหมาะสำหรับการยึดวัสดุ, ขนาด 80 กรัม",shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F15607060%2F1581432027,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F15607060%2F1581432027,200,Valid Link,True,Verified authentic product link
shopee-feed-19699503-22469013113,[รวม48ม้วน]สก๊อตต์® คลีนแคร์ กระดาษชำระทิชชู่ หนา3ชั้น 3XL Scott® Clean Care Tissue 3Ply,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F19699503%2F22469013113,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F19699503%2F22469013113,200,Valid Link,True,Verified authentic product link
shopee-feed-63669256-28155602108,คลีน แอนด์ เคลียร์ แอคเน่ สปอต เฟส วอช 100 มล X 2 Clean & Clear Acne spot Face Wash 100ml X 2,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F63669256%2F28155602108,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F63669256%2F28155602108,200,Valid Link,True,Verified authentic product link
shopee-feed-261558286-5396737741,Physiogel ฟิสิโอเจล เดลี่ มอยซ์เจอร์ เธอราปี คลีนเซอร์ สำหรับผิวธรรมดาถึงผิวแห้งที่บอบบางแพ้ง่าย 50 มล.,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F261558286%2F5396737741,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F261558286%2F5396737741,200,Valid Link,True,Verified authentic product link
shopee-feed-53478807-858528900,"นมผง S-26® SMA Smart Care 1™ (2,500g) นมผง เอส-26 เอสเอ็มเอ สูตร 1 (2500 กรัม)",shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F53478807%2F858528900,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F53478807%2F858528900,200,Valid Link,True,Verified authentic product link
shopee-feed-234064859-24491357421,ริซเซ่มาร์ค บูสเตอร์สกิน ปริมาณ 10 กรัม,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F234064859%2F24491357421,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F234064859%2F24491357421,200,Valid Link,True,Verified authentic product link
shopee-feed-1557022410-49012153914,Candy Cutey รองเท้าแมรี่เจนสไตล์เกาหลี ผ้าซูเอดนุ่ม เบาะรองนุ่มสบาย ใส่สบายทั้งวัน สไตล์เรียบง่ายน่ารัก,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1557022410%2F49012153914,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1557022410%2F49012153914,200,Valid Link,True,Verified authentic product link
shopee-feed-201047901-25735336894,MIDORI Home หมอนสุขภาพจัดกระดูกต้นคอและสันหลัง 40X70 ซม.,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F201047901%2F25735336894,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F201047901%2F25735336894,200,Valid Link,True,Verified authentic product link
shopee-feed-58418206-3217589058,คอมฟอร์ทอัลตร้า เดย์ลี่เฟรช น้ำยาปรับผ้านุ่ม 1000 มล x4 & x6,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F58418206%2F3217589058,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F58418206%2F3217589058,200,Valid Link,True,Verified authentic product link
shopee-feed-287201971-26380805419,Petcho ทรายแมวเต้าหู้ เกรดพรีเมียม ขนาดอนุภาคเล็ก 1.5 มม จับตัวเป็นก้อนเร็ว ดับกลิ่นดีเยี่ยม,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F287201971%2F26380805419,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F287201971%2F26380805419,200,Valid Link,True,Verified authentic product link
shopee-feed-85629121-24818051988,ทิชชู่น้องหมีน่ารัก10ห่อ 2หิ้ว (หิ้ว 5 ห่อ) กระดาษทิชชู่แบบยาว ห่อใหญ่แน่นๆ หนา2ชั้น( 1ห่อ/168แผ่น),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F85629121%2F24818051988,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F85629121%2F24818051988,200,Valid Link,True,Verified authentic product link
shopee-feed-448235616-43153359267,Simplus หวีเป่าผมลมร้อน 5in1 ใช้ได้ทั้งผมเปียกและแห้ง 450 ล้านไอออนลบ ลดผมชี้ฟู 32000rpm อุณหภูมิคงที่ RFSH005,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F448235616%2F43153359267,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F448235616%2F43153359267,200,Valid Link,True,Verified authentic product link
shopee-feed-61801865-3109037886,Smooth E White Babyface CC Cream SPF 50 PA++++ 30g. ครีมกันแดด ปกปิดรอยดำ รอยแดง รอยสิว ผิวเรียบเนียน คุมความมัน,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F61801865%2F3109037886,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F61801865%2F3109037886,200,Valid Link,True,Verified authentic product link
shopee-feed-1438302217-28673634825,ราคาถูก ปลอกหมอน（1คู่ ) ปลอกหมอนหนุน 17x27 นิ้ว (40 x 70 cm) นุ่มและมีสีสัน ไม่ซีดจาง เฉพาะปลอกหมอน,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1438302217%2F28673634825,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1438302217%2F28673634825,200,Valid Link,True,Verified authentic product link
shopee-feed-20369468-26779603565,เฟ็ม FEM White Lily Deodorant Spray 100ml. - สเปรย์ระงับเหงื่อและกลิ่นกาย ปราศจากแอลกอฮอล์,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F20369468%2F26779603565,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F20369468%2F26779603565,200,Valid Link,True,Verified authentic product link
shopee-feed-842163252-18685371851,30 ชิ้น เม็ดฟู่ล้างรีเทนเนอร์ เม็ดฟู่แช่ฟันปลอม ทำความสะอาดคราบหินปูน ช่วยให้กลิ่นหอมสดชื่น,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F842163252%2F18685371851,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F842163252%2F18685371851,200,Valid Link,True,Verified authentic product link
shopee-feed-545507-45862002834,พร้อมส่ง เสื้อยืดแขนสั้น เสื้อครอป ขอบหยัก Lettuce Top l La maison,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F545507%2F45862002834,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F545507%2F45862002834,200,Valid Link,True,Verified authentic product link
shopee-feed-213662475-50656723010,twentywendy | Be Kind to Cry Eyeliner ปลายพู่กันขนาด 0.01 มม. ควบคุมทิศทางได้ง่าย เส้นคม สวยต่อเนื่อง กันน้ํา กันเหงื่อ,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F213662475%2F50656723010,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F213662475%2F50656723010,200,Valid Link,True,Verified authentic product link
shopee-feed-1305822681-45755484749,[เซ็ท2ขั้นตอน] เคลียร์ สกาล์ปซูติคอลส์ โปร แชมพู + เซรั่มบำรุงและขจัดรังแค 200มล.+50มล.x1,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1305822681%2F45755484749,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1305822681%2F45755484749,200,Valid Link,True,Verified authentic product link
shopee-feed-31208415-25380829951,ENFANT (อองฟองต์) Natural Mozzie Guard Spray สเปรย์กันยุง กลิ่นตะไคร้หอม สำหรับเด็ก 6 เดือนขึ้นไป 50ml.,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F31208415%2F25380829951,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F31208415%2F25380829951,200,Valid Link,True,Verified authentic product link
shopee-feed-1006157223-24819389400,Took Lae Dee โต๊ะญี่ปุ่น 40 x 60 เกรดเอ ผลิตในไทย อเนกประสงค์,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1006157223%2F24819389400,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1006157223%2F24819389400,200,Valid Link,True,Verified authentic product link
shopee-feed-1215856555-27500723530,Gprinter ปืนยิงราคา พร้อมสติ๊กเกอร์ ที่ติดราคา ปืนยิงป้ายราคาสินค้า รุ่น MX-5500 เครื่องยิงราคา7หลัก,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1215856555%2F27500723530,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1215856555%2F27500723530,200,Valid Link,True,Verified authentic product link
shopee-feed-201159757-24438533541,Torriden Dive In Hyaluronic Acid Toner (300ml) - ทอร์ริเดนโทนเนอร์ ไฮยาลูรอนิก เติมความชุ่มชื้นให้ผิว,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F201159757%2F24438533541,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F201159757%2F24438533541,200,Valid Link,True,Verified authentic product link
shopee-feed-364780808-26584439372,เมล็ดกาแฟดอยช้างอาราบิก้า 100 % เกรดมาตรฐาน จากโรงคั่วบนดอยช้างจังหวัดเชียงราย,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F364780808%2F26584439372,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F364780808%2F26584439372,200,Valid Link,True,Verified authentic product link
shopee-feed-29668384-25240502232,การ์นิเย่ คัลเลอร์ แนทเชอรัลส์ ขนาดกล่อง GARNIER COLOR NATURALS KIT,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F29668384%2F25240502232,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F29668384%2F25240502232,200,Valid Link,True,Verified authentic product link
shopee-feed-21985649-47857321655,Withit Cardigan with Leather Patch คาร์ดิแกนสีพื้น - OTW20823,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F21985649%2F47857321655,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F21985649%2F47857321655,200,Valid Link,True,Verified authentic product link
